skill_level,cooking_time,prep_time,serves,carbohydrate,kcal,protein,salt,saturatedfat,fat,sugar,ingredients
Easy,900,600,4,78,567,19,1.3,3,16,20,olive oil onion Romano pepper coriander ground cumin smoked paprika tofu kidney bean cherry tomato dark brown soft sugar tortilla lime extra virgin olive oil avocado yogurt
More effort,0,1800,4,7,629,17,1.6,9,59,1,egg yolk Dijon mustard olive oil lemon crabmeat white bread flat-leaf parsley tarragon chervil shallot caper extra-virgin olive oil red wine vinegar
Easy,1500,600,2,54,839,34,2.6,7,53,8,sushi rice rice wine vinegar mayonnaise shichimi togarashi tuna sesame oil soy sauce lime chilli flakes avocado cherry tomato nori macadamia nut spring onion
Easy,0,1500,6,23,142,6,0.2,2,3,23,clementine mango banana milk ice cube
Easy,3000,600,4,35,587,37,0.5,8,32,3,chicken thigh potato garlic olive oil chicken stock lemon courgette red chilli basil leaf
Easy,3600,300,5,21,554,41,1.3,10,34,2,chicken lemon basil bay leaf garlic extra-virgin olive oil ciabatta
Easy,2400,900,0,28,202,5,0.43,5,9,9,butter light muscovado sugar egg pear stem ginger lemon semi-skimmed milk natural yogurt self-raising flour ginger
Easy,1500,900,4,10,299,41,0.7,1,11,9,olive oil onion saffron chicken stock garlic clove ginger green chilli ground cumin ground coriander cinnamon tomato purÃ©e cherry tomato ground almond orange honey white fish coriander flaked almond green chilli couscous
Easy,900,1200,5,54,599,2,0.09,24,43,54,cranberry caster sugar double cream egg white
Easy,0,0,4,37,320,17,0.73,3,13,1,lentil cabbage breadcrumb parmesan extra-virgin olive oil red onion garlic clove red pepper extra-virgin olive oil coriander thyme tomato tomato purÃ©e caster sugar basil
Easy,60,900,2,34,484,3,0.5,23,37,26,full-fat cream cheese double cream orange lingonberry jam ginger nut butter
Easy,2400,3000,0,44,711,30,1.59,27,47,15,olive oil garlic clove caster sugar red wine vinegar chopped tomato basil leaf mascarpone milk parmesan mozzarella spinach parmesan ricotta nutmeg cannelloni
Easy,1500,1200,0,30,236,4,0.42,6,12,16,butter brown sugar marmalade mixed spice cinnamon ginger porridge oat flour baking powder fruit nut
Easy,600,300,2,26,293,21,4.02,2,13,13,black peppercorn prawn sunflower oil vegetable oyster sauce
Easy,4500,600,2,32,369,34,0.5,4,12,16,chicken garlic clove rapeseed oil thyme lemon broccoli sweet potato cream cheese
Easy,2400,900,8,25,339,18,1,9,18,8,Brussels sprout sunflower oil lardon breadcrumb butter milk plain flour English mustard gruyÃ¨re parmesan
Easy,1500,600,0,18,209,12,0.2,3,8,6,rapeseed oil leek courgette vegetable stock haricot bean green bean tomato garlic clove basil parmesan
Easy,300,900,4,4,185,14,1.7,1,12,2,yogurt mayonnaise jalapeno chilli garlic clove lime coriander fajita lime olive oil fajita cod loins corn tortilla curtido
Easy,0,600,2,8,516,15,1.1,16,46,8,buttermilk soured cream mayonnaise lemon juice blue cheese chives iceberg lettuce walnut
Easy,3000,600,8,39,209,8,0.38,1,2,8,vegetable oil onion garlic clove ginger tomato purÃ©e ground cumin garam masala basmati rice vegetable stock red lentil spinach mint pepper
Easy,1200,600,4,38,289,26,0.18,1,5,3,potato oil chestnut mushroom cornflour milk chicken breast parsley
Easy,1800,600,4,55,413,20,2.12,8,14,16,butter onion garlic clove beef stock plain flour onion parsley baguette mozzarella
Easy,120,300,4,46,478,17,0.3,5,23,24,oats pecan nuts sunflower seeds medjool date puffed wheat bio yogurt mixed berries cinnamon
Easy,180,1200,0,1,17,1,0.02,,1,0.1,cumin coriander seeds star anise chilli powder garam masala black peppercorns ground turmeric tamarind paste malt vinegar cinnamon stick green chilli coriander roasted peppers
Easy,21600,1200,0,70,527,7,0.4,9,23,58,dried fruit date stem ginger orange Guinness butter almond suet apple dark muscovado sugar black treacle self-raising flour breadcrumb ground almond mixed spice ground ginger ground cloves large egg brandy
More effort,7200,2700,10,95,721,9,0.63,11,36,66,egg white icing sugar cream chocolate biscuit cookie white chocolate silver ball cocoa powder self-raising flour muscovado sugar egg milk vegetable oil
Easy,0,0,8,25,229,3,0.17,4,14,0,baking potato olive oil swede butter
Easy,8100,600,2,26,401,39,1.1,4,14,16,chicken carcass ginger onion garlic clove apple cider vinegar sweetcorn spring onion chicken tamari egg sesame oil
Easy,900,900,8,,126,18,0.2,1,6,0,chicken thigh olive oil fennel seed ground cumin paprika garlic clove red wine vinegar aÃ¯oli
Easy,0,0,6,2,628,47,0.58,13,48,0,garlic clove lemon spice chilli olive oil chicken thigh rosemary bay leaf
Easy,1800,900,0,76,460,10,1.28,4,11,23,sultana pineapple mango dark rum strong white bread flour fast-action dried yeast golden caster sugar cinnamon olive oil orange dark chocolate milk plain flour apricot jam dark chocolate
More effort,3600,1500,4,49,660,32,2.32,22,39,10,olive oil garlic clove golden caster sugar red wine vinegar oregano chopped tomato spinach goat's cheese parmesan nutmeg cannelloni mozzarella
More effort,300,600,2,5,217,30,4.58,1,9,2,ginger garlic clove spring onion soy sauce sesame oil sherry sea bass pak choi
Easy,0,0,4,,,,,,,0,olive oil onion garlic clove celery beef tomato paste tomato beef stock olive basil spaghetti
Easy,900,300,4,27,304,36,1.23,1,6,11,olive oil onion rosemary chorizo garlic clove passata cannellini bean cabbage sugar haddock
Easy,1800,600,4,68,620,42,3.7,8,20,10,garlic butter onion plum tomato balsamic vinegar chilli flakes vegetable stock red pepper potato parsley seafood salmon baguette green bean
Easy,300,300,2,44,312,6,0.5,4,13,32,butter white bread golden caster sugar ground cinnamon peanut butter banana clear honey icing sugar ice cream
Easy,900,600,8,5,139,5,0.05,2,11,4,Savoy cabbage butter olive oil garlic clove rosemary blanched almond
Easy,2700,600,4,21,321,23,0.4,4,14,15,sunflower oil paneer cauliflower onion garlic clove tikka masala paste passata frozen pea coriander basmati rice raita
Easy,0,300,2,48,345,13,0.2,3,9,22,porridge oats linseed orange yogurt orange blueberry
Easy,0,300,1,6,137,0.3,0.01,,,6,mint leaves rum lime sugar syrup Angostura bitters champagne ice cubes
Easy,0,300,0,6,95,1,,1,2,5,bourbon crÃ¨me de cacao lemon juice grenadine golden caster sugar orange zest
Easy,0,300,6,18,131,2,0.08,4,6,17,mango vanilla cream passion fruit
Easy,2700,0,4,17,360,39,0.55,3,16,0,new potato pork tenderloin lemon rosemary olive oil lemon oil
Easy,300,1200,0,18,198,6,0.2,6,11,15,dark chocolate marshmallow hundreds and thousands milk lollipop
Easy,2700,900,4,7,329,45,1,2,11,4,olive oil fennel bulb garlic clove red chilli squid basil chopped tomato white wine clam prawn sea bass crusty bread
Easy,2700,1200,6,61,662,8,0.21,16,44,60,sunflower oil hazelnut egg white golden caster sugar white wine vinegar double cream icing sugar Baileys raspberry
Easy,1800,600,0,12,287,9,0.4,7,16,10,fennel bulb butter extra virgin olive oil sherry fennel seeds orange sugar goatâ€™s curd hazelnuts
More effort,2700,1200,0,32,190,5,0.9,2,4,2,dried yeast milk unsalted butter sea salt caster sugar plain flour baking powder vegetable oil butter
Easy,0,1500,0,35,580,24,2.6,10,36,11,lemon extra virgin olive oil clear honey tahini grains chickpea pomegranate cherry tomato mint flaked almond spring onion feta
Easy,1800,1200,12,51,597,5,0.74,25,43,32,butter muscovado sugar egg baking powder cocoa powder plain flour cream double cream dulce de leche chocolate
Easy,720,300,2,13,495,21,1.4,6,40,1,egg white Chinese five-spice powder salt pumpkin seed
Easy,5400,600,4,12,537,56,0.66,10,30,11,chicken lemon olive shallot garlic clove sumac vegetable oil ground coriander ground turmeric chilli powder natural yogurt red chilli spring onion
Easy,0,0,4,2,36,4,0.28,1,1,0,cheese yogurt garlic clove chive lemon pepper smoked salmon dill chilli cucumber mint
Easy,1200,1800,0,12,107,1,0.1,4,6,5,butter vanilla extract golden caster sugar ground rice plain flour funfetti
Easy,600,600,4,46,555,30,1,9,27,7,red onion lime steak chipotle paste avocado red pepper baguette coriander soured cream
More effort,1500,3000,0,101,724,10,0.6,11,31,89,butter golden caster sugar egg self-raising flour ground almond baking powder almond extract milk food colouring food colouring apricot jam marzipan
Easy,120,300,1,18,264,21,1,4,12,16,large egg skimmed milk cinnamon rapeseed oil cottage cheese strawberry
Easy,2400,600,8,33,229,3,0.1,1,6,23,parsnip carrot olive oil clear honey coriander seed apple
Easy,600,600,2,50,696,36,0.9,18,37,11,large egg semi-skimmed milk plain flour sunflower oil spinach paneer curry paste chickpea passata coconut yogurt mango chutney
Easy,1800,900,2,49,552,27,3.9,10,26,16,olive oil merguez sausage preserved lemon red onion chilli red pepper ras el hanout chopped tomato chicken stock cube coriander couscous
Easy,30600,1200,4,19,594,41,2.8,16,37,15,rapeseed oil pork onion carrot celery stick bacon lardon cider apple chicken bay leaf thyme sprig crÃ¨me fraÃ®che Dijon mustard cornflour mashed potato
Easy,300,300,0,14,147,4,0.1,1,8,10,mixed seed nut butter clear honey cinnamon cocoa powder prune fig brown rice
Easy,300,600,4,54,405,10,1.1,9,16,8,buttermilk unsalted butter vanilla extract egg plain flour salt caster sugar baking powder bicarbonate of soda oil berries
Easy,900,600,4,69,543,31,0.39,3,18,5,penne salmon olive oil pine nut red pepper mushroom basil leaf
Easy,600,300,2,2,133,9,0.4,2,10,2,egg rapeseed oil tomato salsa coriander
Easy,1200,600,2,66,687,54,1.2,6,22,6,pork shoulder steak chipotle paste ground cumin sugar vegetable oil basmati rice black bean avocado red onion coriander lime jalapeÃ±os
Easy,0,0,6,21,179,4,0.06,1,9,0,potato parsnip onion garlic clove egg sunflower oil streaky bacon cherry tomato egg
More effort,4500,2400,6,41,1074,51,2.79,36,78,23,olive oil onion aubergine passata dry white wine caper caster sugar mascarpone milk pesto egg salmon fillet lasagne spinach parmesan basil leaf
Easy,1200,1200,3,15,596,53,2.4,16,37,5,lamb cutlet lemon olive oil courgette mint butter bean red chilli spring onion feta cheese
Easy,3600,1500,10,36,254,13,1.8,2,6,18,sunflower oil onion turmeric ground ginger ground coriander curry powder carrot butter bean vegetable stock whole milk chive
Easy,1800,1200,4,6,286,42,0.64,3,11,4,onion garlic clove sunflower oil chipotle paste tomato cider vinegar chicken thigh coriander soured cream
Easy,900,1200,4,22,280,34,3,1,5,20,sunflower oil turkey mince carrot water chestnut green bean ginger garlic clove soy sauce iceberg lettuce sweet chilli sauce
Easy,900,900,0,6,51,2,,,2,6,tomato garlic clove olive oil caster sugar
Easy,900,300,4,,,,,,,0,olive oil button mushroom garlic clove thyme dry sherry sherry beef stock crÃ¨me fraÃ®che mustard flatleaf parsley
Easy,2100,300,4,61,381,13,1.1,4,10,9,chopped tomato vegetable stock butter olive oil onion garlic clove rosemary risotto rice cherry tomato basil parmesan
Easy,0,0,2,,,,,,,0,chocolate espresso sugar single cream
Easy,0,600,8,2,103,1,0.01,1,10,0,tomato avocado lime coriander red onion chilli tortilla chip
Easy,300,1500,4,38,260,12,0.7,2,7,10,pitta bread frozen broad bean avocado parsley natural yogurt garlic clove lemon Little Gem lettuce bean spring onion carrot radish cress
Easy,720,600,6,60,370,28,1.41,1,4,5,pasta dill lemon soured cream prawn cucumber fennel bulb
Easy,120,900,6,31,119,,0.01,,,31,caster sugar vanilla lime pineapple vanilla
Easy,2700,600,4,6,171,32,0.3,1,2,4,onion garlic clove olive oil chopped tomato rosemary chicken breast basil leaf vegetable
Easy,600,300,2,59,491,34,4.74,4,15,12,sesame oil egg red chilli spring onion rice soy sauce frozen pea ham turkey
Easy,300,300,4,85,367,3,0.15,,1,85,dried fruit orange juice cinnamon stick clove black peppercorn yogurt
More effort,900,600,2,55,757,37,3,15,42,2,olive oil pancetta garlic clove spaghetti egg yolks parmesan truffle oil
More effort,1200,3000,10,48,691,9,0.45,29,52,30,plain flour self-raising flour baking powder cocoa powder almond egg caster sugar mascarpone orange cranberry chocolate butter icing sugar cranberry icing sugar
Easy,900,300,2,22,504,34,2.3,9,29,6,olive oil red onion garlic clove chilli flakes chorizo butter beans spinach egg coriander
More effort,2100,5400,6,82,987,21,1.64,15,66,13,coriander paprika cinnamon olive oil squash shallot root ginger almond pistachio cranberry clear honey spinach chickpea garlic clove cumin lemon juice coriander butter filo pastry lemon Greek yogurt milk mint harissa paste
Easy,3600,600,4,13.5,107,1,0.58,1,6,13,carrot olive oil balsamic vinegar light muscovado sugar
Easy,3000,2100,4,32,446,17,1.3,6,25,10,tomatoes olive oil butternut squash thyme leaves garlic clove onion chickpeas bay leaf ground cumin ground cinnamon turmeric harissa vegetable stock feta lemon fennel seeds ground coriander cavolo nero coriander
Easy,0,0,0,10,64,1,0.03,,1,5,cooking apple mixed spice cinnamon light muscovado sugar oranges lemon cranberry raisin brandy apricot mixed nut tropical fruit
Easy,600,300,4,9,164,23,1.83,1,4,5,pasta fish stock courgette fennel hoki fillet basil chilli crÃ¨me fraÃ®che
Easy,600,1200,4,56,421,33,0.37,2,9,8,Thai curry paste light muscovado sugar yogurt pork fillet chestnut mushroom sunflower oil spring onion ginger basmati rice sugar snap pea sweetcorn paprika lemon
Easy,2400,0,6,8,177,8,0.41,6,13,0,pumpkin nutmeg onion vegetable oil plain flour milk egg gruyÃ¨re almond
Easy,0,600,0,32,226,5,0.56,5,9,9,plain flour butter dark muscovado sugar pecan baking powder bicarbonate of soda cinnamon soured cream egg apple milk
Easy,600,300,2,13,326,17,2,8,22,2,egg asparagus spear black pudding watercress
More effort,9000,1200,4,,636,30,2.83,16,57,0,sea salt bay leaf garlic clove thyme duck white wine
Easy,0,0,12,57,376,4,0.53,9,16,30,date butter dark muscovado sugar egg root ginger lemon self-raising flour Bramley apple white chocolate lemon sugar
Easy,4200,1200,8,79,570,8,0.9,9,23,52,butter self-raising flour baking powder soft light brown sugar pecan banana full-fat milk egg bourbon golden syrup ice cream
Easy,1800,600,0,,,,,,,0,vegetable oil onion garlic clove root ginger curry paste tomato
More effort,1500,600,0,11,80,1,0.02,0.3,3,10,whole blanched almonds pistachios hazelnuts edible rice paper icing sugar clear honey white caster sugar liquid glucose egg whites vanilla extract
Easy,1800,600,2,55,360,12,0.22,4,12,9,baking potato yogurt red chilli ginger garlic clove olive oil plain flour coriander
Easy,1200,1200,12,16,220,6,0.59,2,14,10,tomato olive oil garlic clove carrot thyme bay leaf white wine petits pois spring onion artichoke heart
Easy,900,1200,12,12,171,6,0.74,5,11,0,puff pastry pasta ham cheddar egg oregano
Easy,1800,900,4,39,322,29,3.46,1,7,1,coriander seed ginger fish stock rice noodle fish sauce red chilli garlic clove tiger prawn salmon fillet spring onion coriander mint lime
Easy,900,900,0,12,214,15,0.8,4,11,7,sesame seed asparagus pea courgette olive oil rocket feta cheese lemon
Easy,1800,600,4,7,379,51,1.6,7,16,3,streaky bacon chicken thigh garlic clove spring onion chicken stock pea Little Gem lettuce crÃ¨me fraÃ®che
Easy,1500,1200,8,31,350,5,0.73,12,24,12,butter demerara sugar apple allspice blueberry puff pastry plain flour egg
Easy,1200,900,4,64,494,31,2.6,7,13,12,barbecue sauce chipotle paste pizza base mozzarella sweetcorn red pepper chicken coriander green chilli
More effort,1200,600,6,21,396,5,0.1,18,33,21,vanilla pod milk double cream golden caster sugar egg yolk
Easy,3600,1200,8,48,549,8,0.6,15,36,43,cherry jam butter golden caster sugar large egg self-raising flour ground almond almond extract flaked almond icing sugar custard
Easy,900,600,2,46,432,27,3.61,3,17,7,vegetable stock root ginger soba noodle soy sauce tahini paste trout cucumber spring onion sesame seed sesame oil
Easy,300,300,8,2,41,6,0.03,,1,2,broccoli butter
A challenge,900,3600,2,59,685,24,1,19,37,2,â€˜00â€™ pasta flour egg olive oil nettles ricotta parmesan lemon thyme lemon unsalted butter whey hazelnut
Easy,300,300,4,29,257,17,1.28,3,9,4,bagel tuna mayonnaise lemon spring onion tomato cheddar
Easy,1200,900,4,29,444,24,1.9,8,24,9,lemon olive oil za'atar pitta bread bavette steak tomato feta cucumber red onion Kalamata olives mint extra virgin olive oil
More effort,1200,300,0,3,15,,,,,3,lemon blackcurrant golden caster sugar
Easy,1200,900,4,74,691,39,0.8,16,26,11,basmati rice vegetable oil onion garlic clove tomato curry paste coconut milk pollock coriander
Easy,1800,600,4,41,304,15,0.35,3,10,15,butternut squash olive oil garlic clove thyme leaf balsamic vinegar wholegrain mustard lentil red onion spinach cherry tomato Cheshire cheese pumpkin seed
Easy,2400,300,6,8,63,1,0.1,3,6,7,carrot thyme sprig rosemary garlic cloves star anise bay leaf olive oil butter cumin seed
Easy,1500,900,8,14,234,5,0.5,11,17,5,white bread butter onion bay leaf thyme sprig milk ground cloves ground nutmeg double cream
